date,value,closed,closed_fixed,warty,hoary,breezy,dapper,edgy,feisty,gutsy,hardy,intrepid,jaunty,karmic,lucid,maverick,natty,oneiric,precise,quantal
2003-12-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003-12-15,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003-12-16,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003-12-17,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003-12-18,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003-12-19,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003-12-20,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003-12-21,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003-12-22,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003-12-23,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003-12-24,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003-12-25,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003-12-26,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003-12-27,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003-12-28,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003-12-29,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003-12-30,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003-12-31,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-01-01,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-01-02,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-01-03,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-01-04,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-01-05,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-01-06,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-01-07,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-01-08,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-01-09,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-01-10,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-01-11,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-01-12,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-01-13,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-01-14,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-01-15,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-01-16,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-01-17,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-01-18,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-01-19,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-01-20,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-01-21,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-01-22,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-01-23,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-01-24,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-01-25,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-01-26,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-01-27,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-01-28,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-01-29,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-01-30,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-01-31,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-02-01,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-02-02,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-02-03,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-02-04,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-02-05,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-02-06,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-02-07,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-02-08,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-02-09,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-02-10,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-02-11,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-02-12,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-02-13,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-02-14,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-02-15,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-02-16,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-02-17,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-02-18,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-02-19,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-02-20,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-02-21,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-02-22,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-02-23,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-02-24,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-02-25,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-02-26,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-02-27,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-02-28,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-02-29,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-03-01,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-03-02,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-03-03,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-03-04,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-03-05,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-03-06,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-03-07,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-03-08,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-03-09,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-03-10,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-03-11,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-03-12,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-03-13,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-03-14,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-03-15,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-03-16,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-03-17,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-03-18,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-03-19,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-03-20,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-03-21,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-03-22,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-03-23,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-03-24,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-03-25,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-03-26,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-03-27,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-03-28,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-03-29,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-03-30,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-03-31,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-04-01,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-04-02,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-04-03,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-04-04,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-04-05,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-04-06,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-04-07,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-04-08,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-04-09,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-04-10,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-04-11,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-04-12,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-04-13,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-04-14,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-04-15,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-04-16,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-04-17,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-04-18,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-04-19,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-04-20,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-04-21,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-04-22,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-04-23,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-04-24,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-04-25,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-04-26,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-04-27,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-04-28,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-04-29,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-04-30,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-05-01,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-05-02,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-05-03,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-05-04,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-05-05,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-05-06,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-05-07,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-05-08,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-05-09,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-05-10,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-05-11,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-05-12,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-05-13,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-05-14,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-05-15,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-05-16,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-05-17,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-05-18,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-05-19,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-05-20,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-05-21,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-05-22,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-05-23,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-05-24,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-05-25,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-05-26,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-05-27,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-05-28,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-05-29,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-05-30,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-05-31,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-06-01,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-06-02,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-06-03,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-06-04,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-06-05,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-06-06,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-06-07,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-06-08,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-06-09,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-06-10,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-06-11,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-06-12,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-06-13,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-06-14,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-06-15,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-06-16,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-06-17,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-06-18,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-06-19,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-06-20,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-06-21,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-06-22,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-06-23,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-06-24,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-06-25,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-06-26,124,1,1,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-06-27,130,1,1,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-06-28,136,1,1,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-06-29,198,2,2,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-06-30,206,2,2,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-07-01,216,4,4,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-07-02,224,4,4,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-07-03,234,4,4,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-07-04,256,4,4,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-07-05,256,4,4,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-07-06,266,4,4,266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-07-07,282,6,6,282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-07-08,300,6,6,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-07-09,310,7,7,310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-07-10,328,7,7,328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-07-11,342,7,7,342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-07-12,352,7,7,352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-07-13,364,7,7,364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-07-14,403,9,9,403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-07-15,413,10,10,413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-07-16,424,23,23,424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-07-17,436,25,25,436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-07-18,436,25,25,436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-07-19,456,25,25,456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-07-20,467,28,28,467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-07-21,479,37,37,479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-07-22,493,37,37,493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-07-23,514,43,43,514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-07-24,526,43,43,526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-07-25,532,43,43,532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-07-26,544,44,44,544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-07-27,561,45,45,561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-07-28,569,46,46,569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-07-29,595,47,47,595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-07-30,644,51,51,644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-07-31,667,59,59,667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-08-01,667,59,59,667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-08-02,670,61,61,670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-08-03,671,65,65,671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-08-04,723,67,67,723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-08-05,732,70,70,732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-08-06,751,71,71,751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-08-07,785,73,73,785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-08-08,805,80,80,805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-08-09,821,80,80,821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-08-10,833,80,80,833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-08-11,855,84,84,855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-08-12,875,86,86,875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-08-13,890,92,92,890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-08-14,903,96,96,903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-08-15,911,96,96,911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-08-16,929,98,98,929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-08-17,951,105,105,951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-08-18,991,107,107,991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-08-19,1023,107,107,1023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-08-20,1062,109,109,1062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-08-21,1080,110,110,1080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-08-22,1098,110,110,1098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-08-23,1126,111,111,1126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-08-24,1136,113,113,1136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-08-25,1159,118,118,1159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-08-26,1169,127,127,1169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-08-27,1189,130,130,1189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-08-28,1214,136,136,1214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-08-29,1233,139,139,1233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-08-30,1245,140,140,1245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-08-31,1258,143,143,1258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-09-01,1268,151,151,1268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-09-02,1283,160,160,1283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-09-03,1302,165,165,1302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-09-04,1313,184,184,1313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-09-05,1327,191,191,1327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-09-06,1338,194,194,1338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-09-07,1353,204,204,1353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-09-08,1378,219,219,1378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-09-09,1391,230,230,1391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-09-10,1404,236,236,1404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-09-11,1424,250,250,1424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-09-12,1436,254,254,1436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-09-13,1452,259,259,1452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-09-14,1461,279,279,1461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-09-15,1477,291,291,1477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-09-16,1502,302,302,1502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-09-17,1523,329,329,1523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-09-18,1549,355,355,1549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-09-19,1569,382,382,1569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-09-20,1589,413,413,1589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-09-21,1615,431,431,1615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-09-22,1633,460,460,1633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-09-23,1662,481,481,1662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-09-24,1688,507,507,1688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-09-25,1713,530,530,1713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-09-26,1739,555,555,1739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-09-27,1760,562,562,1760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-09-28,1779,571,571,1779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-09-29,1796,584,584,1796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-09-30,1816,596,596,1816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-10-01,1841,612,612,1841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-10-02,1856,631,631,1856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
